subject,prefix,author_prefix,dcterms:creator,author_last_first,rdfs:label,dcterms:title,schema:encodingFormat,schema:bookFormat
Jack_Reacher_03,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 03 - Tripwire,mobi,schema:Ebook
Jack_Reacher_04,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 04 - Running Blind,mobi,schema:Ebook
Jack_Reacher_05,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 05 - Echo Burning,mobi,schema:Ebook
Jack_Reacher_06,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 06 - Without Fail,mobi,schema:Ebook
Jack_Reacher_07,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 07 - Persuader,mobi,schema:Ebook
Jack_Reacher_08,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 08 - The Enemy ,mobi,schema:Ebook
Jack_Reacher_09,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 09 - One Shot,mobi,schema:Ebook
Jack_Reacher_10,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 10 - The Hard Way,mobi,schema:Ebook
Jack_Reacher_11,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 11 - Bad Luck and Trouble,mobi,schema:Ebook
Jack_Reacher_12,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 12 - Nothing to Lose,mobi,schema:Ebook
Jack_Reacher_13,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 13 - Gone Tomorrow,mobi,schema:Ebook
Jack_Reacher_14,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 14 - 61 Hours,mobi,schema:Ebook
Jack_Reacher_15,authors,:,Lee_Child,"Child, Lee",Lee Child,Jack Reacher 15 - Worth Dying For,mobi,schema:Ebook
Terminal_Freeze,authors,:,Lincoln_Child,"Child, Lincoln",Lincoln Child,Terminal Freeze,prc,schema:Ebook
Chomsky_Reader,authors,:,Noam_Chomsky,"Chomsky, Noam",Noam Chomsky,The Chomsky Reader,mobi,schema:Ebook
Then_There_Were_None,authors,:,Agatha_Christie,"Christie, Agatha",Agatha Christie,And Then There Were None,mobi,schema:Ebook
Murder_on_Orient_Express,authors,:,Agatha_Christie,"Christie, Agatha",Agatha Christie,Murder on the Orient Express,mobi,schema:Ebook
Finn_Ryan_01,authors,:,Christopher_Paul,"Christopher, Paul",Paul Christopher,Finn Ryan 01 - Michelangelo's Notebook,prc,schema:Ebook
Finn_Ryan_02,authors,:,Christopher_Paul,"Christopher, Paul",Paul Christopher,Finn Ryan 02 - The Lucifer Gospel,prc,schema:Ebook
Finn_Ryan_03,authors,:,Christopher_Paul,"Christopher, Paul",Paul Christopher,Finn Ryan 03 - Rembrandts Ghost,prc,schema:Ebook
Finn_Ryan_04,authors,:,Christopher_Paul,"Christopher, Paul",Paul Christopher,Finn Ryan 04 - The Aztec Heresy,prc,schema:Ebook
Clear_Present_Danger,authors,:,Tom_Clancy,"Clancy, Tom",Tom Clancy,Clear and Present Danger,mobi,schema:Ebook
Executive_Orders,authors,:,Tom_Clancy,"Clancy, Tom",Tom Clancy,Executive Orders,mobi,schema:Ebook
Patriot_Games,authors,:,Tom_Clancy,"Clancy, Tom",Tom Clancy,Patriot Games,mobi,schema:Ebook
Rainbow_Six,authors,:,Tom_Clancy,"Clancy, Tom",Tom Clancy,Rainbow Six,mobi,schema:Ebook
Hunt_for_Red_October,authors,:,Tom_Clancy,"Clancy, Tom",Tom Clancy,The Hunt for Red October,mobi,schema:Ebook
Sum_of_All_Fears,authors,:,Tom_Clancy,"Clancy, Tom",Tom Clancy,The Sum of All Fears,mobi,schema:Ebook
Space_Odyssey,authors,:,Arthur_C_Clarke,"Clarke, Arthur C.",Arthur C. Clarke,2001 A Space Odyssey,mobi,schema:Ebook
Childhoods_End,authors,:,Arthur_C_Clarke,"Clarke, Arthur C.",Arthur C. Clarke,Childhood's End,mobi,schema:Ebook
My_Life,authors,:,Bill_Clinton,"Clinton, Bill",Bill Clinton,My Life,mobi,schema:Ebook
Alchemist,authors,:,Paulo_Coelho,"Coelho, Paulo",Paulo Coelho,The Alchemist,mobi,schema:Ebook
Disgrace,authors,:,JM_Coetzee,"Coetzee, J.M.",J.M. Coetzee,Disgrace,mobi,schema:Ebook
Surrounded,authors,:,Brian_Coffey,"Coffey, Brian",Brian Coffey,Surrounded,mobi,schema:Ebook
I_Am_America,authors,:,Stephen_Colbert,"Colbert, Stephen",Stephen Colbert,I Am America (And So Can You!),mobi,schema:Ebook
Artemis_Fowl,authors,:,Eoin_Colfer,"Colfer, Eoin",Eoin Colfer,Artemis Fowl,mobi,schema:Ebook
Hunger_Games_01,authors,:,Suzanne_Collins,"Collins, Suzanne",Suzanne Collins,The Hunger Games 01 - The Hunger Games,mobi,schema:Ebook
Hunger_Games_02,authors,:,Suzanne_Collins,"Collins, Suzanne",Suzanne Collins,The Hunger Games 02 - Catching Fire,mobi,schema:Ebook
Hunger_Games_03,authors,:,Suzanne_Collins,"Collins, Suzanne",Suzanne Collins,The Hunger Games 03 - Mockingjay,mobi,schema:Ebook
Woman_in_White,authors,:,Wilkie_Collins,"Collins, Wilkie",Wilkie Collins,The Woman in White,mobi,schema:Ebook
Blood_Work,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Blood Work,mobi,schema:Ebook
Chasing_Dime,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Chasing the Dime,mobi,schema:Ebook
Harry_Bosch_01,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 01 - The Black Echo,mobi,schema:Ebook
Harry_Bosch_02,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 02 - The Black Ice,mobi,schema:Ebook
Harry_Bosch_03,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 03 - The Concrete Blonde,mobi,schema:Ebook
Harry_Bosch_04,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 04 - The Last Coyote,mobi,schema:Ebook
Harry_Bosch_05,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 05 - Trunk Music,mobi,schema:Ebook
Harry_Bosch_06,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 06 - Angels Flight,mobi,schema:Ebook
Harry_Bosch_07,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 07 - A Darkness More Than Night,mobi,schema:Ebook
Harry_Bosch_08,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 08 - City of Bones,mobi,schema:Ebook
Harry_Bosch_09,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 09 - Lost Light,mobi,schema:Ebook
Harry_Bosch_10,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 10 - The Narrows,mobi,schema:Ebook
Harry_Bosch_11,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 11 - The Closers,mobi,schema:Ebook
Harry_Bosch_12,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 12 - Echo Park,mobi,schema:Ebook
Harry_Bosch_13,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 13 - The Overlook,mobi,schema:Ebook
Harry_Bosch_14,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Harry Bosch 14 - 9 Dragons,mobi,schema:Ebook
Mickey_Haller_01,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Mickey Haller 01 - The Lincoln Lawyer,mobi,schema:Ebook
Mickey_Haller_02,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Mickey Haller 02 - The Brass Verdict,mobi,schema:Ebook
Mickey_Haller_03,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Mickey Haller 03 - The Reversal,mobi,schema:Ebook
Poet,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,The Poet,mobi,schema:Ebook
Scarecrow,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,The Scarecrow,mobi,schema:Ebook
Void_Moon,authors,:,Michael_Connelly,"Connelly, Michael",Michael Connelly,Void Moon,mobi,schema:Ebook
Heart_Of_Darkness,authors,:,Joseph_Conrad,"Conrad, Joseph",Joseph Conrad,Heart Of Darkness,mobi,schema:Ebook
Black_Company,authors,:,Glen_Cook,"Cook, Glen",Glen Cook,The Black Company,mobi,schema:Ebook
Last_of_Mohicans,authors,:,James_Fenimore_Cooper,"Cooper, James Fennimore",James Fennimore Cooper,The Last of the Mohicans,mobi,schema:Ebook
Hammer_02,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Hammer 02 - Southern Cross,prc,schema:Ebook
Scarpetta_01,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 01 - Postmortem,mobi,schema:Ebook
Scarpetta_02,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 02 - Body of Evidence,mobi,schema:Ebook
Scarpetta_03,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 03 - All That Remains,mobi,schema:Ebook
Scarpetta_04,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 04 - Cruel and Unusual,mobi,schema:Ebook
Scarpetta_05,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 05 - The Body Farm,mobi,schema:Ebook
Scarpetta_06,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 06 - From Potters Field,mobi,schema:Ebook
Scarpetta_07,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 07 - Cause of Death,mobi,schema:Ebook
Scarpetta_08,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 08 - Unnatural.Exprosure,mobi,schema:Ebook
Scarpetta_09,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 09 - Point of Origin,mobi,schema:Ebook
Scarpetta_10,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 10 - Black Notice,mobi,schema:Ebook
Scarpetta_11,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 11 - Last Precinct,mobi,schema:Ebook
Scarpetta_12,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 12 - Blow Fly,mobi,schema:Ebook
Scarpetta_13,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 13 - Trace,mobi,schema:Ebook
Scarpetta_14,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 14 - Predator,mobi,schema:Ebook
Scarpetta_15,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 15 - Book of the Dead,mobi,schema:Ebook
Scarpetta_1,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpetta 16 - Scarpetta,mobi,schema:Ebook
Scarpettas_Winter_Table,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Scarpettas Winter Table,prc,schema:Ebook
Isle_Of_Dogs,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Isle Of Dogs,prc,schema:Ebook
Southern_Cross,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,Southern Cross,prc,schema:Ebook
Hornets_Nest,authors,:,Patricia_Cornwell,"Cornwell, Patricia",Patricia Cornwell,The Hornets Nest,prc,schema:Ebook
Seven_Habits_Effective_People,authors,:,Stephen_Covey,"Covey, Stephen R.",Stephen R. Covey,Seven Habits of Highly Effective People,mobi,schema:Ebook
You_Might_Be_a_Zombie,authors,:,Cracked,Cracked.com,Cracked.com,You Might Be a Zombie and Other Bad News,mobi,schema:Ebook
Demolition_Angel,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Demolition Angel,mobi,schema:Ebook
Elvis_Cole_01,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 01 - The Monkey's Raincoat,mobi,schema:Ebook
Elvis_Cole_02,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 02 - Stalking the Angel,mobi,schema:Ebook
Elvis_Cole_03,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 03 - Lullaby Town,mobi,schema:Ebook
Elvis_Cole_04,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 04 - Free Fall,mobi,schema:Ebook
Elvis_Cole_05,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 05 - Voodoo River,mobi,schema:Ebook
Elvis_Cole_06,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 06 - Sunset Express,mobi,schema:Ebook
Elvis_Cole_07,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 07 - Indigo Slam,mobi,schema:Ebook
Elvis_Cole_08,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 08 - L.A. Requiem,mobi,schema:Ebook
Elvis_Cole_09,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 09 - The Last Detective,mobi,schema:Ebook
Elvis_Cole_10,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 10 - The Forgotten Man,mobi,schema:Ebook
Elvis_Cole_11,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Elvis Cole 11 - Chasing Darkness,mobi,schema:Ebook
Hostage,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Hostage,mobi,schema:Ebook
Joe_Pike_01,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Joe Pike 01 - The Watchman,mobi,schema:Ebook
Joe_Pike_02,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,Joe Pike 02 - The First Rule,mobi,schema:Ebook
Two_Minute_Rule,authors,:,Robert_Crais,"Crais, Robert",Robert Crais,The Two Minute Rule,mobi,schema:Ebook
Red_Badge_of_Courage,authors,:,Stephen_Crane,"Crane, Stephen",Stephen Crane,The Red Badge of Courage,mobi,schema:Ebook
Airframe,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Airframe,mobi,schema:Ebook
Disclosure,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Disclosure,mobi,schema:Ebook
Eaters_of_Dead,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Eaters of the Dead,mobi,schema:Ebook
Jurassic_Park,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Jurassic Park,mobi,schema:Ebook
Next,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Next,mobi,schema:Ebook
Prey,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Prey,mobi,schema:Ebook
Sphere,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Sphere,mobi,schema:Ebook
State_of_Fear,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,State of Fear,mobi,schema:Ebook
Andromeda_Strain,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,The Andromeda Strain,mobi,schema:Ebook
Lost_World,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,The Lost World,mobi,schema:Ebook
Timeline,authors,:,Michael_Crichton,"Crichton, Michael",Michael Crichton,Timeline,mobi,schema:Ebook
Passage,authors,:,Justin_Cronin,"Cronin, Justin",Justin Cronin,The Passage,mobi,schema:Ebook
I_Drink_for_a_Reason,authors,:,David_Cross,"Cross, David",David Cross,I Drink for a Reason,mobi,schema:Ebook
Columbine,authors,:,Dave_Cullen,"Cullen, Dave",Dave Cullen,Columbine,mobi,schema:Ebook
Hours,authors,:,Michael_Cunningham,"Cunningham, Michael",Michael Cunningham,The Hours,mobi,schema:Ebook
Flood_Tide,authors,:,Clive_Cussler,"Cussler, Clive",Clive Cussler,Flood Tide,mobi,schema:Ebook
Inca_Gold,authors,:,Clive_Cussler,"Cussler, Clive",Clive Cussler,Inca Gold,mobi,schema:Ebook
Shock_Wave,authors,:,Clive_Cussler,"Cussler, Clive",Clive Cussler,Shock Wave,mobi,schema:Ebook
Encyclopedia_Of_Fantasy,authors,:,Don_DAmmassa,"D'Ammassa, Don ",Don D'Ammassa,Encyclopedia Of Fantasy And Horror Fiction,prc,schema:Ebook
Charlie_Chocolate_Factory,authors,:,Roald_Dahl,"Dahl, Roald",Roald Dahl,Charlie and the Chocolate Factory,mobi,schema:Ebook
Practical_Guide_to_Racism,authors,:,CH_Dalton,"Dalton, C.H.",C.H. Dalton,A Practical Guide to Racism,mobi,schema:Ebook
Origin_of_Species,authors,:,Charles_Darwin,"Darwin, Charles",Charles Darwin,The Origin of Species,mobi,schema:Ebook
God_Delusion,authors,:,Richard_Dawkins,"Dawkins, Richard",Richard Dawkins,The God Delusion,mobi,schema:Ebook
Greatest_Show_on_Earth,authors,:,Richard_Dawkins,"Dawkins, Richard",Richard Dawkins,"The Greatest Show on Earth, The Evidence for Evolution",mobi,schema:Ebook
Selfish_Gene,authors,:,Richard_Dawkins,"Dawkins, Richard",Richard Dawkins,The Selfish Gene,mobi,schema:Ebook
Moll_Flanders,authors,:,Daniel_Defoe,"Defoe, Daniel",Daniel Defoe,Moll Flanders,mobi,schema:Ebook
Robinson_Crusoe,authors,:,Daniel_Defoe,"Defoe, Daniel",Daniel Defoe,Robinson Crusoe,mobi,schema:Ebook
Strain_Trilogy_01,authors,:,Guillermo_Del_Toro,"Del Toro, Guillermo",Guillermo Del Toro,The Strain Trilogy 01 - The Strain,mobi,schema:Ebook
Strain_Trilogy_02,authors,:,Guillermo_Del_Toro,"Del Toro, Guillermo",Guillermo Del Toro,The Strain Trilogy 02 - The Fall,mobi,schema:Ebook
Cathedral,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,Cathedral,mobi,schema:Ebook
Night_Fall,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,Night Fall,mobi,schema:Ebook
Plum_Island,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,Plum Island,mobi,schema:Ebook
Generals_Daughter,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,The General's Daughter,mobi,schema:Ebook
Gold_Coast,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,The Gold Coast,mobi,schema:Ebook
Lions_Game,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,The Lion's Game,mobi,schema:Ebook
Up_Country,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,Up Country,mobi,schema:Ebook
Word_of_Honor,authors,:,Nelson_DeMille,"DeMille, Nelson",Nelson DeMille,Word of Honor,mobi,schema:Ebook
Red_Tent,authors,:,Anita_Diamant,"Diamant, Anita",Anita Diamant,The Red Tent,mobi,schema:Ebook
Guns_Germs_Steel,authors,:,Jared_Diamond,"Diamond, Jared",Jared Diamond,"Guns, Germs and Steel",mobi,schema:Ebook
Brief_Wondrous_Life_Oscar_Wao,authors,:,Junot_Diaz,"Diaz, Junot",Junot Diaz,The Brief Wondrous Life of Oscar Wao,mobi,schema:Ebook
Scanner_Darkly,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,A Scanner Darkly,mobi,schema:Ebook
Flow_My_Tears,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,"Flow My Tears, The Policeman Said",mobi,schema:Ebook
Man_in_High_Castle,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,The Man in the High Castle,mobi,schema:Ebook
Minority_Report,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,The Minority Report,mobi,schema:Ebook
Three_Stigmata_Palmer_Eldritch,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,The Three Stigmata of Palmer Eldritch,mobi,schema:Ebook
Ubik,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,Ubik,mobi,schema:Ebook
Valis,authors,:,Philip_K_Dick,"Dick, Philip K.",Philip K. Dick,Valis,mobi,schema:Ebook
Christmas_Carol,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,A Christmas Carol,mobi,schema:Ebook
Tale_of_Two_Cities,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,A Tale of Two Cities,mobi,schema:Ebook
Bleak_House,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,Bleak House,mobi,schema:Ebook
David_Copperfield,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,David Copperfield,mobi,schema:Ebook
Great_Expectations,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,Great Expectations,mobi,schema:Ebook
Hard_Times,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,Hard Times,mobi,schema:Ebook
Oliver_Twist,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,Oliver Twist,mobi,schema:Ebook
Our_Mutual_Friend,authors,:,Charles_Dickens,"Dickens, Charles",Charles Dickens,Our Mutual Friend,mobi,schema:Ebook
Tooth_And_Nail,authors,:,Craig_DiLouie,"DiLouie, Craig",Craig DiLouie,Tooth And Nail,mobi,schema:Ebook
Room,authors,:,Emma_Donoghue,"Donoghue, Emma",Emma Donoghue,Room,mobi,schema:Ebook
Crime_and_Punishment,authors,:,Fyodor_Dostoevsky,"Dostoyevsky, Fyodor",Fyodor Dostoyevsky,Crime and Punishment,mobi,schema:Ebook
Brothers_Karamazov,authors,:,Fyodor_Dostoevsky,"Dostoyevsky, Fyodor",Fyodor Dostoyevsky,The Brothers Karamazov,mobi,schema:Ebook
Idiot,authors,:,Fyodor_Dostoevsky,"Dostoyevsky, Fyodor",Fyodor Dostoyevsky,The Idiot,mobi,schema:Ebook
Narrative_of_Frederick_Douglass,authors,:,Frederick_Douglass,"Douglass, Frederick",Frederick Douglass,Narrative of the Life of Frederick Douglass,mobi,schema:Ebook
Sherlock_Holmes_Illustrated,authors,:,Arthur_Conan_Doyle,"Doyle, Arthur Conan",Arthur Conan Doyle,Sherlock Holmes Illustrated,mobi,schema:Ebook
Sister_Carrie,authors,:,Theodore_Dreiser,"Dreiser, Theodore",Theodore Dreiser,Sister Carrie,mobi,schema:Ebook
Count_of_Monte_Cristo,authors,:,Alexandre_Dumas,"Dumas, Alexandre",Alexandre Dumas,The Count of Monte Cristo,mobi,schema:Ebook
Man_in_Iron_Mask,authors,:,Alexandre_Dumas,"Dumas, Alexandre",Alexandre Dumas,The Man in the Iron Mask,mobi,schema:Ebook
Three_Musketeers,authors,:,Alexandre_Dumas,"Dumas, Alexandre",Alexandre Dumas,The Three Musketeers,mobi,schema:Ebook
Geek_Love,authors,:,Katherine_Dunn,"Dunn, Katherine",Katherine Dunn,Geek Love,mobi,schema:Ebook
Foucaults_Pendulum,authors,:,Umberto_Eco,"Eco, Umberto",Umberto Eco,Foucault's Pendulum,mobi,schema:Ebook
Name_of_Rose,authors,:,Umberto_Eco,"Eco, Umberto",Umberto Eco,The Name of the Rose,mobi,schema:Ebook
Belgariad_01,authors,:,David_Eddings,"Eddings, David",David Eddings,Belgariad 01 - Pawn of Prophecy,mobi,schema:Ebook
Belgariad_02,authors,:,David_Eddings,"Eddings, David",David Eddings,Belgariad 02 - Queen of Sorcery,mobi,schema:Ebook
Belgariad_03,authors,:,David_Eddings,"Eddings, David",David Eddings,Belgariad 03 - Magician's Gambit,mobi,schema:Ebook
Belgariad_04,authors,:,David_Eddings,"Eddings, David",David Eddings,Belgariad 04 - Castle of Wizardry,mobi,schema:Ebook
Belgariad_05,authors,:,David_Eddings,"Eddings, David",David Eddings,Belgariad 05 - Enchanter's End Game,mobi,schema:Ebook
Malloreon_01,authors,:,David_Eddings,"Eddings, David",David Eddings,Malloreon 01 - Guardians of the West,mobi,schema:Ebook
Malloreon_02,authors,:,David_Eddings,"Eddings, David",David Eddings,Malloreon 02 - King of The Murgos,mobi,schema:Ebook
Malloreon_03,authors,:,David_Eddings,"Eddings, David",David Eddings,Malloreon 03 - Demon Lord of Karanda,mobi,schema:Ebook
Malloreon_04,authors,:,David_Eddings,"Eddings, David",David Eddings,Malloreon 04 - Sorceress of Darshiva,mobi,schema:Ebook
Malloreon_05,authors,:,David_Eddings,"Eddings, David",David Eddings,Malloreon 05 - The Seeress of Kell,mobi,schema:Ebook
Memory_Keepers_Daughter,authors,:,Kim_Edwards,"Edwards, Kim",Kim Edwards,The Memory Keeper's Daughter,mobi,schema:Ebook
What_is_What,authors,:,Dave_Eggers,"Eggers, Dave",Dave Eggers,What is the What,mobi,schema:Ebook
Zeitoun,authors,:,Dave_Eggers,"Eggers, Dave",Dave Eggers,Zeitoun,mobi,schema:Ebook
Waste_Land_Other_Poems,authors,:,TS_Eliot,"Eliot, T.S.",T.S. Eliot,Waste Land and Other Poems,mobi,schema:Ebook
American_Psycho,authors,:,Bret_Easton_Ellis,"Ellis, Bret Easton",Bret Easton Ellis,American Psycho,mobi,schema:Ebook
Glamorama,authors,:,Bret_Easton_Ellis,"Ellis, Bret Easton",Bret Easton Ellis,Glamorama,mobi,schema:Ebook
